,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
200209,   -4.84,  -10.60,   -9.80,   -8.66,  -10.65,  -10.44,   -9.47,   -8.70,   -9.59,   -9.54,  -12.55,  -10.37,  -10.54,   -7.91,  -12.26,   -9.43,   -7.92,   -8.35,  -13.21
200210,    7.41,    9.62,    4.35,    6.01,   10.07,    6.13,    4.54,    4.66,    7.17,   10.21,    9.81,    7.44,    4.08,    6.60,    0.65,    4.25,    5.10,    7.63,    5.75
200211,   11.60,    5.66,    6.24,    8.13,    5.56,    6.73,    5.48,    6.43,    9.68,    4.94,    6.66,    6.15,    7.68,    3.74,    8.95,    5.97,    6.89,    9.38,   10.63
200212,   -5.72,   -6.22,   -4.10,   -6.00,   -6.39,   -5.95,   -3.28,   -3.63,   -6.63,   -6.81,   -5.65,   -5.40,   -6.86,   -3.55,   -2.76,   -1.79,   -5.48,   -7.95,   -2.55
200301,    1.92,   -2.78,   -2.00,   -4.44,   -2.68,   -2.88,   -1.43,   -4.02,   -3.80,   -2.71,   -2.63,   -3.24,   -2.28,   -0.75,   -2.71,   -3.12,   -4.96,   -4.31,   -2.28
200302,   -0.24,   -1.53,   -2.22,   -4.17,   -1.31,   -2.41,   -2.34,   -3.03,   -4.31,   -0.30,   -3.08,   -2.60,   -2.10,   -2.19,   -2.63,   -2.07,   -4.05,   -3.77,   -5.87
200303,    5.20,    1.62,    0.28,   -0.83,    1.74,    0.42,    0.66,    0.19,   -1.58,    3.27,   -0.98,    1.02,   -0.58,    0.51,    0.94,    0.56,   -0.22,   -2.21,    0.28
200304,    8.63,    7.79,    8.78,   10.97,    7.50,    9.11,    9.07,    9.04,   11.90,    6.89,    8.63,    9.31,    8.78,    8.62,    9.93,    7.95,   10.22,   13.53,    7.25
200305,   10.23,    5.28,    7.83,    9.02,    4.90,    7.63,    7.65,    8.06,    9.33,    2.98,    8.52,    7.16,    8.44,    6.71,    9.43,    7.39,    8.76,    8.43,   12.04
200306,    5.02,    1.38,    1.43,    1.51,    1.16,    2.12,    1.57,   -0.01,    4.33,    1.32,    0.87,    2.43,    1.59,    1.57,    1.57,    0.77,   -0.82,    3.47,    6.84
200307,    3.05,    2.11,    3.05,    2.16,    1.18,    5.18,    2.42,    1.87,    3.44,    0.72,    1.98,    6.39,    3.94,    1.74,    3.07,    2.85,    1.24,    4.07,    1.69
200308,    5.51,    2.17,    1.93,    4.56,    1.90,    2.01,    2.76,    3.62,    5.01,    0.76,    3.84,    3.35,    0.60,    4.34,    1.29,    2.68,    4.23,    4.25,    7.19
200309,    0.76,   -1.21,   -0.69,   -2.38,   -0.95,   -1.41,   -1.20,   -1.84,   -1.15,   -0.11,   -2.32,   -2.35,   -0.41,   -0.91,   -1.48,    0.43,   -3.28,   -1.77,    0.56
200310,    9.01,    5.26,    7.17,    7.90,    4.02,    8.61,    7.70,    7.84,    7.60,    3.51,    4.88,   10.69,    6.41,    6.28,    9.07,    7.41,    8.13,    6.72,    9.98
200311,    1.67,    0.92,    1.85,    3.13,    0.95,    1.13,    2.46,    1.76,    4.03,    0.70,    1.37,    0.81,    1.48,    3.77,    1.21,    0.70,    2.46,    3.81,    4.63
200312,    0.40,    4.48,    4.21,    5.01,    4.76,    4.23,    3.53,    4.99,    4.16,    3.95,    6.09,    3.35,    5.20,    2.87,    4.17,    3.98,    5.64,    3.82,    5.05
200401,    6.73,    1.57,    2.53,    4.12,    1.87,    0.59,    3.57,    2.56,    6.82,    1.36,    2.71,    0.31,    0.89,    4.51,    2.68,    3.31,    2.08,    6.68,    7.18
200402,   -0.32,    1.00,    2.17,    2.28,    1.18,    1.27,    2.55,    1.33,    2.40,    1.63,    0.46,    0.19,    2.43,    3.14,    1.99,    0.03,    2.18,    3.47,   -0.36
200403,   -1.19,   -1.70,   -0.63,   -0.24,   -1.81,   -0.80,   -0.82,   -0.30,   -0.43,   -1.55,   -2.22,   -1.23,   -0.36,   -0.72,   -0.92,   -0.63,   -0.09,   -0.19,   -1.07
200404,   -3.61,   -0.28,   -3.61,   -4.29,    0.32,   -3.24,   -4.17,   -3.17,   -4.23,    1.19,   -1.10,   -2.85,   -3.65,   -3.70,   -4.64,   -1.33,   -4.34,   -3.85,   -5.24
200405,    3.34,    1.20,    1.23,    1.01,    0.86,    1.98,    1.31,    0.61,    1.84,    0.59,    1.31,    2.71,    1.21,    0.08,    2.64,    0.99,    0.36,    1.54,    2.66
200406,    3.69,    1.60,    1.97,    3.11,    1.79,    1.49,    1.25,    3.06,    3.73,    1.01,    3.09,    0.76,    2.27,    1.84,    0.64,    3.77,    2.60,    2.93,    5.92
200407,  -11.29,   -4.63,   -2.76,   -2.75,   -5.40,   -1.90,   -2.59,   -3.55,   -2.16,   -6.45,   -3.98,   -1.12,   -2.53,   -2.39,   -2.79,   -3.61,   -3.47,   -2.18,   -2.11
200408,   -1.65,   -0.39,    1.24,    0.01,   -0.49,    0.94,    0.80,    0.78,   -0.19,   -0.79,   -0.10,    0.08,    1.65,    1.29,    0.33,    1.25,    0.25,    0.22,   -1.05
200409,    4.57,    1.14,    2.15,    2.86,    0.71,    1.85,    3.30,    2.38,    3.52,    0.53,    0.94,    3.05,    0.87,    3.82,    2.79,    2.67,    2.06,    3.48,    3.60
200410,    0.23,    1.62,    1.02,    2.31,    1.57,    1.16,    2.50,    0.78,    1.82,    1.68,    1.41,    1.83,    0.60,    1.83,    3.16,   -1.09,    2.93,    2.38,    0.60
200411,    7.94,    3.88,    5.23,    6.77,    3.65,    4.96,    6.19,    4.88,    7.14,    2.89,    4.65,    4.84,    5.06,    4.96,    7.40,    3.56,    6.33,    6.70,    8.28
200412,    7.21,    3.57,    3.36,    3.75,    3.89,    2.73,    2.82,    4.68,    3.23,    4.65,    2.89,    2.23,    3.16,    2.92,    2.72,    4.98,    4.35,    2.65,    4.72
200501,   -3.40,   -3.16,   -1.63,   -1.83,   -3.15,   -2.41,   -1.89,   -1.92,   -0.79,   -3.24,   -3.04,   -3.21,   -1.73,   -3.24,   -0.61,   -0.89,   -3.03,   -0.80,   -0.78
200502,   -1.31,    2.02,    1.99,    2.98,    1.04,    3.88,    2.56,    1.23,    4.12,    0.91,    1.22,    6.19,    1.97,    1.82,    3.23,    0.87,    1.62,    3.61,    5.42
200503,   -2.72,   -1.45,   -2.64,   -0.11,   -1.35,   -3.35,   -0.97,   -0.63,   -0.72,   -1.19,   -1.55,   -1.87,   -4.64,   -1.56,   -0.45,   -1.78,    0.62,   -1.04,    0.11
200504,   -5.00,   -1.96,   -2.83,   -2.85,   -1.73,   -2.60,   -3.68,   -2.25,   -3.20,   -1.85,   -1.57,   -2.89,   -2.35,   -3.43,   -3.90,   -2.08,   -2.43,   -2.84,   -4.16
200505,    6.07,    3.84,    3.52,    4.42,    4.27,    3.09,    3.25,    3.43,    4.91,    4.12,    4.47,    2.06,    4.00,    3.10,    3.39,    3.03,    3.85,    4.53,    5.91
200506,    2.35,   -0.61,    2.04,    3.26,   -1.14,    1.56,    2.65,    2.35,    3.64,   -1.06,   -1.24,    1.62,    1.50,    3.36,    2.01,    1.91,    2.82,    3.22,    4.75
200507,    7.40,    4.73,    3.09,    4.28,    4.82,    3.94,    3.12,    3.40,    4.45,    4.86,    4.79,    4.47,    3.19,    2.32,    3.88,    2.92,    4.05,    4.07,    5.39
200508,    0.08,   -1.25,   -0.86,    0.22,   -1.65,   -0.93,   -0.33,    0.36,   -0.61,   -1.59,   -1.70,   -0.10,   -2.14,    0.30,   -0.92,   -0.42,    1.42,   -0.09,   -1.89
200509,    1.81,    0.33,    1.09,    1.71,   -0.26,    1.17,    1.97,    1.02,    1.84,    0.41,   -0.88,    2.03,   -0.07,    2.28,    1.68,    0.64,    1.53,    2.44,    0.29
200510,   -8.14,   -1.35,   -1.97,   -2.12,   -0.48,   -3.41,   -1.93,   -1.78,   -1.63,   -0.89,   -0.10,   -3.78,   -2.86,   -2.91,   -1.00,   -0.98,   -2.82,   -1.18,   -2.81
200511,    7.63,    4.14,    3.89,    2.99,    3.96,    4.40,    3.81,    3.60,    2.84,    3.47,    4.42,    4.66,    4.01,    4.23,    3.41,    3.90,    3.21,    3.11,    2.14
200512,    1.18,   -0.62,    1.12,    0.01,   -0.57,    0.11,    0.99,    0.78,   -0.25,   -0.78,   -0.37,   -0.76,    1.38,    1.14,    0.86,    1.07,    0.39,   -0.32,   -0.08
200601,    4.97,    2.25,    4.24,    4.87,    1.92,    4.18,    3.67,    4.45,    4.52,    1.65,    2.17,    3.18,    5.63,    3.21,    4.12,    3.77,    5.37,    4.23,    5.28
200602,   -1.02,   -0.16,    0.77,   -0.70,    0.07,    0.20,    0.20,    0.01,   -0.38,   -0.16,    0.28,   -0.80,    1.66,   -1.02,    1.37,    0.89,   -1.17,   -0.15,   -1.00
200603,    4.95,    1.78,    1.63,    2.16,    1.28,    2.48,    2.25,    1.47,    1.87,    1.57,    1.02,    3.21,    1.42,    2.39,    2.12,    0.65,    2.58,    1.38,    3.17
200604,   -1.01,   -0.04,    2.09,    2.78,   -0.47,    1.45,    1.55,    2.45,    4.00,   -0.10,   -0.82,    1.18,    1.85,    1.91,    1.21,    3.50,    1.05,    4.67,    2.19
200605,   -3.60,   -3.23,   -3.05,   -2.03,   -3.34,   -3.39,   -2.55,   -2.06,   -2.72,   -3.05,   -3.61,   -2.91,   -4.08,   -2.79,   -2.34,   -2.82,   -1.03,   -2.97,   -2.02
200606,    3.30,   -0.21,    0.20,    0.65,    0.18,   -0.77,    0.54,    0.15,    0.62,   -0.09,    0.43,   -1.29,    0.00,   -0.46,    1.44,   -0.25,    0.68,    0.58,    0.74
200607,   -4.55,   -1.09,    0.63,    0.21,   -1.74,    0.05,    0.79,    0.96,    0.66,   -2.49,   -1.03,    0.76,   -1.03,   -0.36,    1.80,    1.92,   -0.27,    1.33,   -1.79
200608,    3.47,    3.23,    2.05,    0.66,    3.43,    2.72,    2.04,    0.84,    1.14,    3.42,    3.45,    2.67,    2.80,    2.94,    1.26,    1.37,    0.14,    0.49,    3.60
200609,    1.71,    2.38,    2.16,    2.00,    2.25,    2.49,    1.92,    1.95,    2.90,    2.76,    1.79,    2.72,    2.14,    1.18,    2.56,    2.65,    1.02,    3.09,    2.20
200610,    7.11,    3.56,    3.23,    4.31,    3.78,    2.67,    3.37,    4.06,    4.32,    4.47,    3.14,    2.95,    2.25,    3.49,    3.27,    3.88,    4.30,    4.55,    3.47
200611,    2.30,    1.94,    2.26,    2.05,    1.56,    2.89,    2.16,    2.27,    1.56,    2.04,    1.10,    2.99,    2.72,    1.73,    2.53,    2.03,    2.59,    1.61,    1.38
200612,    3.95,    0.28,    1.81,    3.02,   -0.05,    0.90,    2.60,    2.30,    2.78,   -0.78,    0.66,    1.18,    0.46,    3.42,    1.92,    1.55,    3.28,    2.85,    2.51
200701,    5.16,    1.96,    1.72,    1.32,    2.57,    1.16,    1.36,    1.08,    2.25,    2.74,    2.41,    0.30,    2.53,    1.66,    1.11,    1.68,    0.29,    2.01,    3.16
200702,    0.20,   -1.86,   -1.42,   -1.22,   -2.04,   -0.93,   -2.27,   -0.84,   -1.59,   -2.39,   -1.72,   -1.36,   -0.27,   -2.14,   -2.39,   -0.87,   -0.80,   -2.13,    0.41
200703,   -0.25,    0.86,    1.77,    0.41,    0.83,    1.21,    1.93,    1.02,    0.57,    1.17,    0.51,    0.94,    1.62,    1.66,    2.17,    1.62,    0.23,    0.40,    1.19
200704,    2.97,    4.73,    3.47,    3.36,    5.19,    3.85,    3.81,    2.42,    3.63,    4.72,    5.63,    3.48,    4.44,    3.91,    3.72,    1.95,    3.06,    3.71,    3.33
200705,    5.32,    3.30,    4.03,    3.30,    3.16,    4.09,    4.33,    3.29,    2.75,    3.28,    3.04,    3.69,    4.73,    3.70,    4.89,    2.81,    3.92,    2.65,    3.14
200706,   -3.31,   -1.08,   -2.15,   -2.04,   -1.58,   -0.47,   -1.96,   -2.61,   -1.91,   -2.03,   -1.15,    0.31,   -1.70,   -2.29,   -1.67,   -2.92,   -2.19,   -2.99,    2.12
200707,   -7.15,   -1.60,   -4.33,   -5.79,   -1.48,   -2.22,   -4.44,   -5.75,   -6.05,   -0.59,   -2.32,   -1.94,   -2.63,   -5.60,   -2.53,   -6.08,   -5.38,   -5.84,   -6.36
200708,   -1.54,    1.59,    2.03,   -0.08,    1.70,    2.07,    1.49,    1.42,   -0.62,    1.80,    1.61,    1.27,    3.21,    1.62,    1.28,    2.00,    0.77,    0.25,   -1.88
200709,    3.76,    4.82,    2.09,    2.68,    4.93,    3.28,    2.51,    2.00,    2.84,    5.30,    4.57,    4.50,    1.59,    2.66,    2.26,    1.62,    2.43,    2.33,    3.60
200710,   -0.48,    3.03,    1.42,    0.70,    3.89,    1.89,    1.33,    0.51,   -0.58,    5.64,    2.20,    0.55,    3.84,    1.24,    1.46,   -1.42,    2.68,    0.58,   -2.27
200711,   -8.03,   -3.29,   -5.54,   -5.12,   -3.59,   -3.18,   -5.74,   -5.26,   -6.02,   -4.94,   -2.27,   -2.40,   -4.28,   -6.50,   -4.52,   -6.66,   -3.77,   -5.55,   -6.74
200712,   -4.35,   -0.39,   -0.90,   -0.40,   -0.21,   -0.64,   -0.94,   -1.60,    0.34,   -0.09,   -0.32,   -0.93,   -0.23,   -1.42,   -0.19,   -1.71,   -1.48,   -0.25,    1.25
200801,   -5.32,   -7.29,   -5.06,   -3.87,   -8.02,   -5.87,   -4.67,   -3.26,   -4.44,   -9.03,   -7.03,   -5.12,   -6.94,   -3.60,   -6.36,   -3.49,   -3.02,   -2.78,   -6.98
200802,   -4.17,   -2.19,   -3.59,   -4.04,   -2.20,   -1.81,   -3.62,   -4.62,   -5.09,   -4.91,    0.36,   -2.19,   -1.27,   -4.82,   -1.69,   -6.70,   -2.52,   -3.92,   -6.95
200803,   -5.46,    0.47,   -2.08,   -0.87,   -0.29,    1.63,   -3.02,   -2.81,    0.65,    0.74,   -1.20,    2.67,    0.14,   -2.84,   -3.29,   -2.57,   -3.05,   -1.17,    3.65
200804,    7.41,    3.79,    5.70,    4.66,    4.62,    2.47,    6.98,    4.20,    5.20,    4.31,    4.91,    1.43,    4.00,    6.78,    7.28,    4.54,    3.87,    6.13,    3.74
200805,   -0.08,    2.56,    1.19,    2.11,    3.18,    1.25,    1.77,    0.08,    2.31,    3.24,    3.13,    0.73,    2.00,    0.09,    4.36,   -1.69,    1.81,    1.78,    3.17
200806,  -14.61,   -6.93,   -9.28,  -10.26,   -6.12,   -8.94,   -8.04,  -12.25,  -10.32,   -7.98,   -4.44,   -9.32,   -8.40,   -7.95,   -8.18,  -14.45,  -10.16,   -8.76,  -12.81
200807,    1.28,   -0.86,   -2.40,    6.32,   -1.29,   -1.00,   -1.71,    2.37,    4.62,   -1.48,   -1.10,    0.23,   -3.14,    0.39,   -4.20,   -3.55,    7.92,    5.73,    1.15
200808,    4.11,    1.54,    1.61,    2.07,    1.21,    1.78,    2.44,    0.78,    2.88,    1.27,    1.15,    2.36,    0.75,    2.68,    2.13,    0.11,    1.34,    1.98,    5.80
200809,   -9.26,   -9.87,   -9.74,   -3.45,  -10.24,   -9.42,   -7.60,   -7.94,   -6.58,  -11.46,   -9.08,   -8.94,  -10.30,   -7.60,   -7.60,  -16.76,   -0.65,   -4.72,  -12.32
200810,  -23.89,  -15.85,  -17.60,  -21.12,  -16.11,  -15.96,  -16.06,  -24.51,  -17.20,  -15.86,  -16.34,  -15.24,  -17.30,  -14.69,  -17.80,  -24.60,  -24.45,  -15.57,  -22.69
200811,   -9.67,   -6.40,   -6.85,  -15.47,   -6.44,   -5.90,   -7.18,  -12.50,  -16.01,   -9.40,   -3.65,   -6.31,   -5.12,   -4.89,  -10.18,   -8.94,  -14.97,  -15.69,  -17.22
200812,    2.16,    1.88,    1.47,    2.36,    1.96,    2.06,    1.05,    0.39,    4.64,    1.81,    2.09,    1.69,    2.76,    2.39,   -0.79,    0.62,    0.22,    4.78,    4.10
200901,   -2.14,   -5.34,   -9.43,  -18.33,   -3.73,   -8.70,  -10.36,  -15.72,  -15.24,   -3.78,   -3.69,   -9.11,   -7.93,  -12.12,   -7.86,   -8.37,  -21.39,  -13.55,  -21.72
200902,  -10.58,   -8.28,  -11.81,  -16.04,   -7.79,   -9.96,  -11.79,  -16.63,  -13.49,   -5.78,   -9.53,   -9.51,  -10.78,  -10.27,  -13.84,  -14.32,  -18.63,  -12.89,  -16.13
200903,    8.78,    8.39,    8.94,   12.93,    8.44,    8.23,    9.48,   11.14,   12.05,    9.46,    7.53,    8.25,    8.18,    9.71,    9.15,    8.16,   13.89,   11.60,   14.14
200904,   15.39,    8.26,   11.33,   16.99,    7.84,    8.63,   12.55,   15.19,   18.53,    9.60,    6.30,    9.31,    7.36,   12.16,   13.09,   14.98,   15.37,   16.99,   25.24
200905,    1.62,    4.50,    5.59,    5.53,    4.73,    5.01,    4.52,    6.18,    5.99,    5.32,    4.20,    3.92,    7.07,    3.97,    5.28,    7.48,    5.03,    5.88,    6.41
200906,    0.89,    1.07,   -0.61,    0.32,    1.88,   -0.87,   -0.08,   -0.47,   -0.95,    2.91,    0.94,   -0.95,   -0.73,    0.78,   -1.27,   -2.88,    1.69,   -0.82,   -1.45
200907,    7.72,    6.74,    8.56,   10.62,    6.25,    8.81,    8.23,    9.47,   11.06,    5.62,    6.86,    8.70,    8.91,    8.93,    7.42,    8.67,   10.13,   11.32,   10.73
200908,    6.98,    1.71,    3.78,    9.43,    1.25,    3.59,    3.17,    6.28,   12.10,    0.91,    1.58,    3.49,    3.68,    2.28,    4.21,    6.09,    6.42,    7.35,   18.20
200909,    3.72,    3.50,    4.82,    4.94,    3.83,    3.93,    3.71,    5.45,    5.33,    4.35,    3.34,    2.22,    5.44,    3.91,    3.49,    6.66,    4.47,    8.09,    2.13
200910,   -6.31,   -0.75,   -3.16,   -7.12,   -0.48,   -2.33,   -3.00,   -4.85,   -8.88,   -0.45,   -0.51,   -1.76,   -2.81,   -1.83,   -4.35,   -4.65,   -5.02,   -6.21,  -12.18
200911,    9.32,    6.47,    4.49,    4.07,    6.71,    5.33,    3.51,    4.63,    4.38,    6.45,    6.96,    5.57,    5.13,    3.44,    3.59,    5.75,    3.71,    3.08,    6.09
200912,    7.49,    2.19,    3.64,    3.00,    1.66,    3.03,    5.22,    3.75,    2.20,    2.49,    0.82,    4.23,    1.99,    3.63,    7.11,    3.53,    3.94,    2.79,    1.44
201001,    1.06,   -4.16,   -2.14,   -4.03,   -4.12,   -3.58,   -1.67,   -3.84,   -2.41,   -4.03,   -4.21,   -4.34,   -2.91,   -0.41,   -3.13,   -1.41,   -5.94,   -3.77,   -0.65
201002,    5.43,    3.05,    3.09,    5.84,    2.83,    2.72,    4.04,    4.56,    6.46,    2.65,    3.02,    3.89,    1.71,    4.32,    3.70,    3.99,    5.09,    4.56,    8.89
201003,    9.49,    5.32,    6.90,    7.92,    5.45,    6.21,    6.51,    6.38,    9.46,    4.96,    5.95,    4.83,    7.41,    4.49,    8.93,    6.76,    6.03,    8.74,   10.34
201004,    3.94,    0.93,    3.12,    2.99,    0.82,    3.01,    2.09,    2.66,    3.35,    0.82,    0.83,    1.36,    4.41,    1.29,    2.99,    2.82,    2.52,    2.08,    4.89
201005,   -8.70,   -7.33,   -8.32,   -8.50,   -7.16,   -7.98,   -8.63,   -8.27,   -8.74,   -7.87,   -6.44,   -8.00,   -7.97,   -8.18,   -9.14,   -8.35,   -8.19,   -7.62,  -10.06
201006,   -6.84,   -4.47,   -5.87,   -9.10,   -4.07,   -6.41,   -4.53,   -7.55,  -10.39,   -3.98,   -4.16,   -6.01,   -6.75,   -2.47,   -6.88,   -7.65,   -7.46,   -9.08,  -11.97
201007,   12.60,    6.71,    7.59,    5.63,    7.18,    5.85,    7.38,    7.27,    5.76,    7.07,    7.31,    5.33,    6.72,    5.58,    9.05,    9.05,    5.48,    6.91,    4.78
201008,   -7.27,   -4.28,   -4.37,   -6.45,   -4.02,   -4.62,   -2.80,   -6.41,   -8.31,   -3.46,   -4.63,   -5.05,   -3.90,   -4.40,   -1.36,   -8.55,   -4.20,   -6.09,  -10.24
201009,   10.82,   10.24,    9.44,    7.64,   10.69,    9.27,    8.77,    8.63,    8.42,   10.88,   10.48,    8.87,    9.93,    8.57,    8.94,   10.54,    6.73,    8.76,    8.12
201010,    7.87,    4.56,    3.98,    1.13,    4.73,    4.09,    3.98,    2.68,    0.70,    5.11,    4.31,    4.01,    4.22,    4.58,    3.47,    3.69,    1.65,    3.26,   -1.62
201011,    4.70,    0.62,    0.79,   -0.40,   -0.08,    2.49,   -0.20,    1.31,   -1.36,    0.19,   -0.38,    2.81,    1.97,   -0.06,   -0.32,    1.86,    0.73,   -1.22,   -1.49
201012,    6.94,    5.08,    7.80,    9.79,    5.02,    6.21,    6.88,    8.72,   12.01,    5.07,    4.96,    5.28,    7.73,    6.19,    7.48,   10.12,    7.22,    7.95,   15.87
201101,   -1.91,    1.91,    2.29,    2.19,    1.36,    3.10,    1.58,    3.07,    2.14,    0.85,    1.94,    3.55,    2.40,    1.12,    1.97,    3.81,    2.25,    1.87,    2.38
201102,    2.61,    2.68,    4.50,    4.80,    2.57,    3.89,    4.69,    4.34,    4.10,    2.93,    2.18,    3.00,    5.32,    3.89,    5.37,    3.17,    5.64,    6.03,    2.40
201103,    1.62,    0.34,    1.57,   -1.11,    0.79,    0.29,    2.05,   -0.47,   -1.55,    1.61,   -0.13,   -0.98,    2.29,    1.51,    2.51,   -0.36,   -0.59,   -0.25,   -2.75
201104,    4.66,    3.76,    2.59,    1.27,    3.68,    3.75,    2.99,    1.05,    1.22,    3.62,    3.75,    4.02,    3.33,    2.89,    3.07,    0.79,    1.33,    2.83,   -0.29
201105,    1.21,   -0.63,   -1.45,   -2.83,   -0.28,   -1.66,   -0.98,   -2.62,   -2.80,    0.23,   -0.87,   -1.68,   -1.63,   -1.11,   -0.86,   -2.38,   -2.87,   -1.33,   -4.22
201106,   -3.27,   -1.48,   -1.73,   -1.90,   -1.29,   -1.80,   -1.84,   -1.41,   -2.69,   -0.76,   -1.90,   -2.05,   -1.43,   -1.98,   -1.71,   -1.82,   -0.98,   -2.06,   -3.32
201107,   -4.41,   -1.04,   -3.12,   -3.91,   -0.78,   -2.36,   -2.28,   -3.88,   -4.57,    1.00,   -3.27,   -1.70,   -3.06,   -2.67,   -1.96,   -4.81,   -2.84,   -3.26,   -6.68
201108,   -8.77,   -4.27,   -6.72,   -8.52,   -4.70,   -5.39,   -7.49,   -4.30,  -10.66,   -3.99,   -5.74,   -3.18,   -7.76,   -6.16,   -8.58,   -3.52,   -5.14,   -9.10,  -13.26
201109,   -7.84,   -6.60,   -7.50,  -10.16,   -6.96,   -6.32,   -8.46,   -6.34,  -12.81,   -5.69,   -8.87,   -5.69,   -7.02,   -6.72,   -9.93,   -6.45,   -6.21,  -11.25,  -15.56
201110,   11.64,   10.08,   12.40,   12.61,   10.35,   11.37,   13.21,    9.77,   14.09,    9.27,   12.02,    9.43,   13.57,   11.95,   14.32,    9.05,   10.57,   13.46,   15.24
201111,   -1.72,   -0.11,    0.75,   -2.32,   -0.49,    0.88,    0.44,    0.99,   -4.61,   -0.35,   -0.69,    0.81,    0.94,    1.85,   -0.78,    1.03,    0.96,   -3.30,   -7.00
201112,   -1.40,   -0.09,    1.75,    1.33,   -0.82,    1.10,    2.18,    2.58,    0.79,   -0.68,   -1.05,    1.70,    0.45,    0.89,    3.32,    3.06,    2.05,    1.74,   -1.02
201201,    7.68,    5.59,    3.68,    5.95,    7.46,    3.02,    3.65,    2.12,    8.25,    7.98,    6.66,    1.13,    5.12,    3.93,    3.41,    1.41,    2.90,    6.62,   11.41
201202,    4.84,    4.53,    3.55,    5.59,    5.04,    3.21,    3.52,    4.52,    6.13,    6.54,    2.73,    3.23,    3.19,    2.06,    4.79,    4.22,    4.84,    5.68,    6.97
201203,    2.83,    3.62,    1.41,    5.00,    3.83,    2.07,    1.19,    3.13,    5.85,    4.56,    2.66,    3.09,    0.99,    1.42,    1.00,    2.51,    3.80,    5.01,    7.40
201204,   -1.34,   -0.51,   -0.30,   -2.33,   -0.18,   -0.70,   -0.83,   -0.25,   -3.48,    0.05,   -0.55,   -1.37,    0.02,   -0.29,   -1.30,    0.16,   -0.69,   -2.21,   -5.77
201205,   -9.01,   -5.52,   -6.04,   -7.68,   -6.46,   -5.31,   -6.15,   -3.28,  -10.68,   -6.15,   -6.97,   -3.05,   -7.73,   -6.32,   -6.02,   -3.06,   -3.51,  -10.27,  -11.44
201206,    1.43,    3.14,    4.51,    5.06,    2.86,    4.00,    4.91,    4.66,    5.11,    3.25,    2.22,    3.85,    4.16,    3.98,    5.71,    4.35,    4.98,    4.48,    6.32
201207,   -1.04,    1.07,    1.20,   -0.60,    0.77,    2.01,    0.96,    0.69,   -1.78,    0.79,    0.75,    1.90,    2.20,   -0.23,    2.11,    0.20,    1.07,   -2.56,   -1.34
201208,    1.54,    2.42,    2.02,    4.35,    2.37,    2.70,    1.94,    1.54,    5.88,    2.76,    1.93,    2.56,    2.92,    3.41,    0.53,    0.63,    2.24,    4.53,    6.65
201209,    1.69,    1.98,    3.22,    4.23,    1.91,    2.52,    3.34,    3.24,    4.88,    1.89,    1.92,    2.20,    3.03,    2.50,    4.17,    3.15,    3.30,    3.20,    5.82
201210,   -1.70,   -2.54,   -1.79,    1.19,   -3.19,   -1.20,   -2.20,   -0.33,    2.26,   -4.72,   -1.45,   -0.80,   -1.86,   -1.41,   -2.97,   -0.29,   -0.36,   -1.35,    4.21
201211,    1.58,    1.11,    0.44,   -0.15,    1.39,    0.83,    0.09,    0.18,   -0.76,    1.45,    1.33,    0.36,    1.60,    0.46,   -0.28,   -0.58,    0.75,    0.73,   -1.52
201212,    1.11,   -0.05,    1.49,    4.91,   -0.46,    0.81,    1.86,    2.76,    6.14,   -1.52,    0.70,    1.04,    0.44,    2.25,    1.46,    2.30,    3.10,    3.63,    7.45
201301,    8.13,    4.61,    6.07,    7.25,    4.13,    5.94,    5.84,    6.97,    7.41,    2.31,    6.07,    5.89,    6.01,    6.29,    5.39,    6.91,    7.01,    6.92,    7.65
201302,   -0.51,    1.33,    1.34,    1.35,    1.06,    1.21,    1.78,    2.07,    1.11,    0.84,    1.28,    2.01,   -0.09,    1.55,    2.01,    2.56,    1.70,    1.69,    0.82
201303,    8.80,    3.84,    4.08,    4.09,    3.99,    3.51,    3.84,    4.80,    4.04,    3.50,    4.50,    3.44,    3.63,    4.41,    3.27,    5.63,    4.17,    5.00,    3.55
201304,    3.03,    1.72,    1.12,    1.79,    1.97,    1.11,    1.22,    1.21,    1.98,    1.34,    2.60,    1.10,    1.11,    2.19,    0.24,    0.82,    1.51,    1.33,    2.32
201305,    3.17,    2.09,    1.91,    6.73,    1.69,    2.88,    1.77,    3.70,    7.61,    1.24,    2.15,    3.13,    2.45,    2.17,    1.35,    1.43,    5.41,    4.14,    9.36
201306,   -0.42,   -1.66,   -0.31,   -1.64,   -2.13,   -0.58,   -0.10,   -0.54,   -2.20,   -2.61,   -1.65,   -0.48,   -0.76,   -0.45,    0.27,   -0.19,   -0.79,   -1.66,   -2.46
201307,    4.90,    5.68,    5.17,    6.47,    6.40,    4.56,    5.10,    5.57,    7.14,    6.31,    6.47,    4.34,    4.84,    4.49,    5.88,    5.86,    5.22,    6.43,    7.86
201308,   -3.71,   -1.73,   -3.13,   -4.31,   -1.50,   -2.43,   -3.47,   -3.59,   -4.34,   -2.28,   -0.74,   -2.16,   -2.78,   -3.68,   -3.20,   -3.03,   -4.26,   -4.66,   -4.02
